raw extension,env ext,raw flex,env flex
2.84,0.25,2.58,0.87
2.76,0.25,2.56,0.87
2.85,0.24,2.57,0.86
2.82,0.24,2.59,0.86
2.8,0.23,2.61,0.86
2.83,0.23,2.5,0.86
2.76,0.23,2.61,0.86
2.8,0.23,2.62,0.86
2.8,0.23,2.58,0.88
2.83,0.22,2.55,0.89
2.79,0.22,2.51,0.88
2.81,0.22,2.58,0.88
2.82,0.21,2.62,0.87
2.87,0.22,2.49,0.88
2.79,0.22,2.63,0.87
2.74,0.22,2.6,0.87
2.75,0.22,2.63,0.88
2.85,0.22,2.7,0.92
2.75,0.21,2.51,0.97
2.83,0.21,2.34,0.95
2.85,0.21,2.54,0.92
2.79,0.21,2.59,0.89
2.91,0.21,2.63,0.87
2.84,0.22,2.64,0.87
2.73,0.22,2.51,0.86
2.76,0.22,2.52,0.83
2.8,0.22,2.59,0.8
2.83,0.22,2.65,0.78
2.8,0.21,2.61,0.78
2.82,0.21,2.55,0.78
2.83,0.21,2.58,0.77
2.83,0.2,2.55,0.75
2.81,0.2,2.57,0.73
2.81,0.19,2.59,0.72
2.83,0.19,2.58,0.71
2.81,0.19,2.59,0.7
2.79,0.19,2.59,0.69
2.97,0.19,2.61,0.69
2.74,0.2,2.61,0.7
2.71,0.2,2.66,0.72
2.76,0.21,2.61,0.76
2.81,0.21,2.51,0.79
2.79,0.21,2.51,0.78
2.96,0.22,2.72,0.81
2.8,0.22,2.32,0.82
2.78,0.23,2.61,0.8
2.79,0.22,2.77,0.83
2.73,0.22,2.6,0.88
2.7,0.22,2.39,0.87
3,0.22,2.59,0.85
2.91,0.24,2.73,0.85
2.58,0.25,2.52,0.88
2.72,0.26,2.49,0.87
2.71,0.29,2.57,0.85
2.99,0.29,2.45,0.81
2.82,0.29,2.56,0.79
2.79,0.28,2.59,0.76
2.83,0.27,2.7,0.74
2.97,0.29,2.65,0.73
2.93,0.31,2.57,0.73
2.7,0.33,2.49,0.72
2.53,0.33,2.57,0.7
2.75,0.35,2.6,0.67
2.85,0.34,2.61,0.66
2.83,0.34,2.75,0.66
2.67,0.34,2.68,0.69
2.97,0.35,2.41,0.68
2.8,0.34,2.6,0.66
2.91,0.34,2.51,0.65
2.81,0.35,2.56,0.62
2.69,0.35,2.61,0.6
2.97,0.34,2.56,0.58
3.1,0.37,2.55,0.56
2.71,0.41,2.57,0.54
2.33,0.42,2.67,0.53
2.38,0.47,2.62,0.52
3.48,0.52,2.44,0.51
2.95,0.52,2.46,0.49
2.77,0.51,2.85,0.5
2.73,0.5,2.88,0.58
2.89,0.49,2.88,0.71
2.86,0.48,1.7,0.78
2.84,0.47,2.49,0.86
2.79,0.45,2.61,0.84
2.85,0.44,2.49,0.81
2.98,0.44,2.99,0.81
2.67,0.44,2.81,0.86
2.59,0.44,2.24,0.87
2.84,0.45,2.43,0.85
3,0.45,2.4,0.88
2.77,0.44,2.65,0.9
2.93,0.43,2.85,0.88
2.96,0.45,2.44,0.87
2.59,0.46,2.52,0.89
2.51,0.47,2.63,0.88
2.94,0.51,2.64,0.86
3,0.51,2.4,0.84
2.88,0.51,2.58,0.87
2.79,0.49,2.61,0.87
2.87,0.49,2.68,0.86
2.79,0.49,2.58,0.83
2.96,0.48,2.58,0.8
2.89,0.49,2.71,0.78
2.51,0.49,2.79,0.79
2.37,0.53,2.6,0.81
3.35,0.55,2.46,0.83
3.05,0.56,3.24,0.84
2.92,0.58,2.47,0.94
2.7,0.61,2.63,0.93
2.39,0.62,2.02,0.97
2.33,0.62,2.3,1.07
2.79,0.65,2.84,1.09
3.05,0.66,2.58,1.05
3.04,0.64,2.54,1.04
2.85,0.64,2.69,1.02
2.68,0.63,3.09,1.04
2.74,0.63,2.44,1.12
3.32,0.63,2.14,1.25
2.85,0.65,2.73,1.3
2.03,0.67,2.71,1.28
2.88,0.72,2.57,1.25
3.1,0.7,2.62,1.26
2.76,0.69,2.68,1.22
2.98,0.68,2.5,1.19
2.85,0.68,2.6,1.16
2.71,0.69,2.55,1.14
2.38,0.7,2.63,1.1
2.88,0.7,2.38,1.07
3.03,0.71,2.52,1.09
2.24,0.71,2.62,1.09
2.81,0.76,2.69,1.07
2.95,0.75,2.64,1.03
2.87,0.73,2.66,1
2.98,0.7,2.9,0.97
2.86,0.7,2.67,0.99
2.85,0.7,2.26,1.01
2.6,0.68,2.78,0.98
2.7,0.67,2.39,0.97
2.86,0.66,2.79,0.94
2.89,0.65,2.62,0.96
2.83,0.63,2.24,0.94
3.1,0.62,2.54,0.99
2.85,0.66,2.68,0.96
2.37,0.66,2.34,0.96
2.55,0.67,2.76,0.95
3.03,0.68,3.03,0.98
3.24,0.72,2.07,1
2.2,0.73,2.63,1.04
2.49,0.76,2.53,1.06
3.19,0.79,2.58,1.03
3.16,0.8,2.71,1
2.69,0.79,2.2,0.99
2.67,0.81,2.67,1
2.77,0.8,2.52,0.98
3.02,0.78,2.61,1.04
2.61,0.77,2.76,1.01
3.02,0.76,2.4,1
2.59,0.74,2.96,0.99
2.7,0.74,2.46,0.96
2.69,0.73,2.47,0.93
3.04,0.73,2.47,0.92
2.9,0.71,2.32,0.93
3.05,0.72,2.89,0.96
2.98,0.76,2.78,0.99
2.7,0.75,2.41,0.97
2.08,0.76,2.54,0.93
3.09,0.87,2.07,1.01
3.34,0.86,2.24,1.15
3.1,0.84,2.89,1.22
2.73,0.83,2.46,1.19
2.84,0.83,2.64,1.2
2.75,0.82,2.5,1.16
2.4,0.81,2.29,1.19
2.56,0.82,2.88,1.23
3.04,0.82,2.52,1.22
3.07,0.8,2.71,1.28
2.93,0.78,2.86,1.23
2.84,0.77,2.39,1.21
2.75,0.74,2.58,1.3
2.7,0.72,2.58,1.32
2.75,0.71,2.73,1.33
2.8,0.71,2.91,1.3
3.06,0.7,2.45,1.35
2.74,0.68,1.76,1.39
2.78,0.66,2.59,1.46
2.81,0.65,2.9,1.43
3.32,0.65,3.06,1.47
2.95,0.71,1.8,1.53
2.15,0.71,2.79,1.59
2.56,0.77,2.65,1.6
3.07,0.77,2.63,1.57
2.97,0.75,2.41,1.62
2.83,0.74,2.6,1.66
3.01,0.74,2.74,1.67
2.5,0.75,2.71,1.64
2.58,0.73,2.38,1.65
2.35,0.76,2.76,1.68
3.39,0.78,2.49,1.63
2.88,0.78,2.4,1.61
2.44,0.78,2.39,1.71
2.76,0.76,2.81,1.74
2.59,0.76,2.62,1.74
3.26,0.76,2.45,1.75
3.07,0.76,2.67,1.78
2.93,0.78,2.65,1.8
2.5,0.77,3.12,1.78
3.02,0.76,1.93,1.81
2.47,0.77,2.45,1.86
2.76,0.77,2.7,1.87
2.63,0.81,2.75,1.85
3.07,0.83,2.5,1.89
3.05,0.81,2.81,1.93
3.06,0.83,2.67,1.88
2.58,0.81,2.54,1.92
2.94,0.8,2.7,1.95
2.68,0.8,2.51,1.95
2.75,0.78,2.88,1.95
2.88,0.78,2.62,1.89
2.91,0.75,2.56,1.88
2.83,0.74,2.49,1.83
2.79,0.72,2.79,1.83
2.95,0.7,2.66,1.76
2.77,0.7,2.58,1.77
2.57,0.68,2.32,1.73
3.1,0.67,2.58,1.78
2.95,0.68,2.7,1.8
2.59,0.67,2.6,1.81
2.8,0.67,2.76,1.79
2.75,0.66,2.14,1.78
2.76,0.65,2.45,1.88
3.09,0.65,3.13,1.87
2.92,0.63,2.6,1.81
2.81,0.62,2.19,1.85
2.87,0.61,2.89,1.87
3.04,0.62,2.57,1.84
2.74,0.63,2.87,1.86
2.25,0.63,2.62,1.8
3.08,0.67,2.44,1.83
2.87,0.67,2.67,1.85
2.8,0.65,3.24,1.82
2.76,0.64,2.24,1.81
2.72,0.64,2.49,1.87
2.65,0.64,2.63,1.86
2.77,0.64,2.9,1.82
2.89,0.62,2.38,1.82
3.01,0.61,1.93,1.8
3.07,0.66,2.84,1.77
2.4,0.68,2.04,1.77
2.35,0.71,2.87,1.83
3.04,0.8,2.25,1.8
3.15,0.79,2.57,1.84
2.78,0.77,2.77,1.8
2.85,0.75,2.04,1.77
2.76,0.72,2.71,1.82
2.77,0.7,2.79,1.77
2.89,0.68,2.66,1.72
2.98,0.68,2.57,1.66
2.66,0.67,2.31,1.72
2.38,0.66,2.61,1.78
3.08,0.67,2.65,1.79
2.58,0.66,2.87,1.75
3.04,0.66,2.36,1.74
3.13,0.68,2.66,1.74
2.48,0.7,2.65,1.72
2.44,0.72,2.55,1.71
2.9,0.73,2.63,1.69
3.02,0.72,2.64,1.67
2.72,0.71,2.52,1.66
2.99,0.69,2.93,1.62
2.92,0.68,2.68,1.57
3.34,0.7,2.3,1.55
2.42,0.72,2.65,1.56
2.58,0.7,2.64,1.59
3.07,0.76,2.7,1.55
2.97,0.74,2.44,1.55
3.03,0.72,2.48,1.57
2.84,0.73,2.75,1.56
2.69,0.72,2.75,1.51
2.57,0.71,2.58,1.48
3.17,0.7,2.7,1.46
2.88,0.74,1.94,1.44
2.25,0.74,2.91,1.52
2.56,0.82,2.77,1.54
3.43,0.82,2.49,1.5
2.8,0.8,3,1.52
2.67,0.79,2.41,1.48
2.85,0.78,2.76,1.5
2.83,0.75,2.5,1.48
2.8,0.73,2.46,1.49
2.68,0.7,2.7,1.5
3.11,0.7,2.65,1.47
2.78,0.68,2.67,1.43
2.66,0.67,2.49,1.44
2.94,0.65,2.76,1.39
2.83,0.64,2.51,1.35
2.89,0.64,2.58,1.3
3.16,0.66,2.54,1.3
2.45,0.68,2.55,1.3
2.54,0.72,2.54,1.3
2.83,0.75,2.61,1.31
3.1,0.74,2.51,1.31
2.94,0.71,2.66,1.32
2.87,0.7,2.7,1.3
2.83,0.68,2.64,1.25
2.84,0.67,2.41,1.23
2.83,0.65,2.55,1.23
2.63,0.64,2.66,1.2
2.87,0.64,2.63,1.17
2.83,0.61,2.44,1.13
2.8,0.6,2.68,1.12
2.94,0.58,2.48,1.1
2.85,0.59,2.67,1.09
2.74,0.59,2.61,1.06
2.63,0.57,2.52,1.05
2.69,0.56,2.58,1.05
2.89,0.6,2.62,1.04
2.93,0.58,2.59,1.02
2.86,0.57,2.52,1.01
2.82,0.55,2.59,1
2.82,0.54,2.6,0.98
2.84,0.53,2.6,0.96
2.74,0.51,2.61,0.93
2.65,0.5,2.58,0.9
2.87,0.49,2.59,0.88
2.94,0.49,2.64,0.87
2.86,0.51,2.55,0.85
2.47,0.51,2.64,0.83
2.76,0.51,2.48,0.82
2.88,0.52,2.53,0.83
2.87,0.51,2.62,0.83
2.82,0.5,2.59,0.81
2.83,0.49,2.6,0.81
2.79,0.47,2.6,0.79
2.8,0.46,2.58,0.78
2.82,0.45,2.51,0.78
2.81,0.44,2.61,0.78
2.83,0.43,2.61,0.76
2.77,0.43,2.59,0.74
2.83,0.42,2.56,0.73
2.84,0.41,2.57,0.71
2.78,0.4,2.57,0.7
2.86,0.38,2.54,0.7
2.83,0.38,2.61,0.69
2.82,0.37,2.62,0.67
2.76,0.36,2.62,0.65
2.83,0.35,2.57,0.64
2.84,0.35,2.61,0.61
2.73,0.34,2.61,0.6
2.9,0.33,2.6,0.58
2.75,0.34,2.47,0.56
2.8,0.34,2.57,0.57
2.91,0.33,2.6,0.57
2.76,0.33,2.64,0.56
2.78,0.32,2.6,0.54
2.81,0.31,2.58,0.53
2.78,0.31,2.63,0.51
2.87,0.31,2.49,0.5
2.75,0.3,2.65,0.49
2.98,0.3,2.59,0.48
2.72,0.3,2.59,0.46
2.79,0.29,2.57,0.45
2.84,0.29,2.58,0.43
2.83,0.29,2.57,0.42
2.83,0.29,2.59,0.41
2.81,0.29,2.58,0.4
2.84,0.3,2.55,0.39
2.75,0.3,2.56,0.38
2.77,0.29,2.59,0.36
2.88,0.29,2.59,0.35
2.8,0.29,2.58,0.34
2.86,0.29,2.53,0.33
2.83,0.29,2.63,0.33
2.78,0.29,2.62,0.32
2.82,0.28,2.63,0.31
2.85,0.28,2.59,0.32
2.79,0.28,2.53,0.32
2.8,0.28,2.55,0.31
2.82,0.27,2.56,0.3
2.78,0.27,2.57,0.29
2.79,0.27,2.58,0.28
2.83,0.26,2.59,0.28
2.84,0.26,2.55,0.27
2.82,0.26,2.62,0.26
2.86,0.26,2.67,0.27
2.88,0.28,2.61,0.29
2.85,0.29,2.66,0.32
2.69,0.3,2.53,0.36
2.72,0.29,2.43,0.36
2.69,0.29,2.54,0.35
2.88,0.29,2.5,0.34
2.87,0.29,2.69,0.33
2.83,0.29,2.7,0.36
2.78,0.29,2.55,0.38
2.83,0.29,2.57,0.39
2.82,0.29,2.58,0.4
2.83,0.29,2.58,0.41
2.78,0.29,2.5,0.41
2.8,0.29,2.68,0.41
2.8,0.28,2.64,0.43
2.81,0.28,2.58,0.47
2.77,0.28,2.6,0.51
2.83,0.27,2.54,0.53
2.84,0.27,2.56,0.56
2.89,0.28,2.54,0.58
2.84,0.3,2.54,0.59
2.73,0.31,2.59,0.59
2.69,0.3,2.58,0.6
2.88,0.3,2.61,0.59
2.74,0.3,2.51,0.6
2.79,0.3,2.58,0.58
2.86,0.29,2.57,0.56
2.88,0.29,2.49,0.55
2.86,0.29,2.57,0.53
2.86,0.29,2.78,0.54
2.8,0.29,2.67,0.59
2.85,0.29,2.52,0.64
2.76,0.29,2.43,0.63
2.78,0.29,2.56,0.62
2.79,0.28,2.64,0.63
2.85,0.28,2.68,0.65
2.79,0.29,2.93,0.72
2.77,0.28,2.18,0.79
2.85,0.28,2.53,0.77
2.88,0.28,2.42,0.75
3.06,0.3,2.54,0.72
2.8,0.34,2.81,0.71
2.46,0.35,2.95,0.76
2.58,0.37,2.5,0.83
2.97,0.38,2.57,0.81
2.89,0.37,2.19,0.81
2.87,0.36,2.59,0.82
2.92,0.37,2.63,0.79
2.75,0.38,2.52,0.77
2.74,0.37,2.65,0.75
2.72,0.37,2.41,0.73
2.85,0.36,2.74,0.71
2.85,0.36,2.39,0.71
2.82,0.36,2.55,0.69
2.9,0.35,2.83,0.69
2.83,0.35,2.51,0.74
2.84,0.36,2.77,0.75
2.89,0.37,2.62,0.81
2.66,0.37,2.32,0.82
2.76,0.36,2.46,0.79
2.75,0.35,2.47,0.78
2.87,0.35,2.48,0.77
2.88,0.35,2.75,0.8
2.82,0.34,2.73,0.77
2.82,0.34,2.73,0.78
2.83,0.34,2.71,0.82
2.84,0.35,2.59,0.89
2.78,0.34,2.41,0.9
2.83,0.34,2.23,0.87
2.76,0.34,2.47,0.87
2.72,0.34,2.54,0.87
2.69,0.34,2.67,0.84
2.79,0.35,2.68,0.82
2.88,0.34,2.56,0.8
2.81,0.33,2.57,0.79
2.87,0.32,2.63,0.77
2.83,0.32,2.68,0.76
2.81,0.32,2.59,0.75
2.91,0.31,2.65,0.73
2.89,0.31,2.92,0.76
2.77,0.31,2.59,0.85
2.74,0.31,2.31,0.84
2.93,0.31,2.46,0.81
2.88,0.31,2.61,0.79
2.81,0.31,2.43,0.78
2.75,0.3,2.65,0.76
2.84,0.3,2.87,0.76
2.83,0.3,2.64,0.81
2.84,0.3,2.39,0.83
2.78,0.3,2.4,0.8
2.74,0.29,2.65,0.77
2.73,0.29,2.61,0.75
2.87,0.28,2.46,0.73
2.84,0.28,2.6,0.7
2.74,0.28,2.7,0.69
2.85,0.28,2.85,0.72
2.84,0.28,2.46,0.79
2.81,0.28,2.25,0.78
2.7,0.28,2.46,0.77
2.93,0.28,2.54,0.78
2.82,0.28,2.62,0.76
2.84,0.27,2.67,0.74
2.83,0.28,2.61,0.72
2.82,0.28,2.71,0.69
2.91,0.29,2.8,0.71
2.67,0.29,2.8,0.78
2.86,0.29,2.32,0.83
2.74,0.29,2.36,0.8
2.87,0.29,2.62,0.78
2.73,0.29,2.61,0.77
2.92,0.29,2.56,0.74
2.91,0.3,2.93,0.77
2.82,0.3,3.24,0.95
2.83,0.3,2.05,1.14
2.97,0.3,2.22,1.12
2.64,0.31,2.49,1.1
2.55,0.31,2.48,1.08
2.82,0.31,2.65,1.05
2.83,0.3,2.63,1.01
2.87,0.29,2.66,1.01
2.81,0.29,2.22,0.99
2.86,0.29,2.61,0.98
2.76,0.28,2.61,0.94
2.86,0.29,2.63,0.91
2.51,0.3,2.8,0.91
2.92,0.31,2.27,0.9
2.79,0.3,2.91,0.89
2.74,0.31,2.49,0.94
2.8,0.31,2.51,0.91
2.83,0.3,2.48,0.91
2.78,0.3,2.71,0.87
2.96,0.3,2.54,0.87
2.82,0.29,2.5,0.86
2.73,0.29,3.05,0.91
3.03,0.29,3.24,1.09
2.9,0.31,1.89,1.19
2.53,0.33,1.84,1.18
2.69,0.37,2.36,1.24
2.97,0.37,2.45,1.27
2.93,0.36,2.74,1.31
2.8,0.35,2.77,1.26
2.8,0.35,2.82,1.22
2.95,0.35,2.64,1.2
2.96,0.36,2.42,1.2
2.85,0.37,2.35,1.19
2.54,0.38,2.38,1.28
2.8,0.37,3.02,1.37
2.9,0.36,2.78,1.34
2.96,0.38,2.39,1.35
2.43,0.39,2.69,1.37
2.76,0.4,2.6,1.35
2.78,0.4,2.46,1.37
3.01,0.4,2.18,1.41
2.96,0.43,2.9,1.44
2.57,0.43,3.39,1.45
2.39,0.45,2.03,1.48
3.11,0.46,1.94,1.49
2.68,0.46,2.11,1.69
3.13,0.46,2.5,1.83
2.96,0.49,2.32,1.95
2.79,0.53,3.37,1.99
2.51,0.56,2.92,1.94
2.63,0.55,1.87,1.92
2.78,0.54,2.62,1.93
2.7,0.56,1.79,2.1
2.85,0.56,2.91,2.27
3.04,0.54,3.25,2.22
3.04,0.57,1.54,2.23
2.51,0.56,2.4,2.38
2.83,0.58,2.46,2.48
2.94,0.57,2.86,2.52
2.95,0.56,2.81,2.43
2.85,0.56,2.42,2.45
2.66,0.55,2.82,2.39
2.92,0.55,2.77,2.33
2.72,0.54,2.12,2.31
2.96,0.53,2.74,2.37
2.94,0.51,2.31,2.33
3.06,0.54,2.88,2.41
2.48,0.57,2.02,2.53
2.89,0.56,3.09,2.72
2.33,0.58,3.04,2.67
2.95,0.59,2.45,2.77
2.77,0.57,2.77,2.96
2.94,0.56,3.01,2.99
2.86,0.56,2.38,2.97
2.93,0.56,2.82,3.07
2.77,0.55,2.61,3.09
2.97,0.54,2.79,3.1
2.67,0.53,2.06,3.11
3.01,0.52,2.54,3.18
2.45,0.52,2.62,3.21
3.03,0.53,2.79,3.33
2.82,0.53,3.15,3.28
2.89,0.51,2.66,3.18
2.75,0.5,2.14,3.3
2.86,0.5,2.26,3.38
2.93,0.51,2.98,3.4
2.57,0.51,2.91,3.29
2.68,0.5,2.17,3.22
2.83,0.49,2.38,3.3
2.84,0.48,2.62,3.32
2.58,0.48,2.87,3.39
3.05,0.48,2.76,3.34
2.94,0.48,2.38,3.28
2.72,0.48,2.29,3.33
2.89,0.48,2.69,3.46
2.79,0.48,3.15,3.42
2.77,0.49,3.09,3.28
2.86,0.48,2.28,3.19
2.73,0.47,1.9,3.28
3.06,0.47,2.37,3.45
2.48,0.48,2.6,3.54
2.84,0.5,3.23,3.64
2.77,0.5,2.86,3.56
3.21,0.5,2.08,3.57
2.99,0.52,2.58,3.59
2.86,0.52,2.76,3.62
2.9,0.52,2.6,3.61
2.62,0.52,2.47,3.6
2.98,0.51,2.66,3.68
2.61,0.51,3.02,3.67
2.8,0.49,2.49,3.62
2.82,0.48,2.61,3.57
2.87,0.47,2.37,3.57
2.76,0.46,3.06,3.52
2.84,0.45,2.85,3.38
2.78,0.45,2.5,3.28
2.79,0.44,2.03,3.21
2.63,0.44,2.46,3.36
2.84,0.43,2.78,3.43
2.83,0.42,2.74,3.36
2.89,0.41,2.4,3.34
2.67,0.41,2.78,3.35
2.87,0.4,2.59,3.35
2.81,0.4,2.58,3.31
2.87,0.4,2.53,3.29
2.69,0.41,2.39,3.28
2.77,0.41,2.66,3.22
2.57,0.42,2.66,3.17
2.89,0.42,2.57,3.21
2.91,0.41,2.66,3.19
2.59,0.4,2.92,3.09
2.94,0.4,2.15,3.04
2.84,0.4,2.64,3.09
2.81,0.39,3.15,3
2.83,0.38,1.87,3.04
2.81,0.37,2.6,3.07
2.93,0.37,2.26,3.11
2.94,0.39,2.69,3.17
2.66,0.42,2.69,3.15
2.6,0.42,2.61,3.15
2.79,0.42,2.61,3.15
2.81,0.42,2.6,3.15
2.88,0.42,2.76,3.11
2.8,0.41,2.48,3.04
2.84,0.39,2.59,3.05
2.86,0.39,2.79,3.01
2.81,0.39,2.81,2.93
2.75,0.38,2.35,2.88
2.81,0.38,2.63,2.87
2.84,0.37,2.36,2.88
2.76,0.36,3.57,2.87
2.86,0.35,1.72,2.84
2.78,0.35,2.8,2.9
2.86,0.35,3.09,2.83
2.73,0.36,2.14,2.8
2.93,0.35,2.8,2.86
2.67,0.35,2.34,2.78
2.85,0.34,2.53,2.79
2.82,0.34,2.85,2.8
2.85,0.33,2.55,2.74
2.8,0.32,2.54,2.74
2.83,0.31,2.67,2.7
2.76,0.31,2.61,2.67
2.81,0.3,2.64,2.64
2.98,0.3,2.5,2.61
2.72,0.31,2.7,2.59
2.81,0.3,2.73,2.49
2.84,0.3,2.42,2.4
2.91,0.3,2.36,2.42
2.82,0.3,2.59,2.46
2.65,0.3,2.74,2.44
2.73,0.3,2.67,2.39
2.84,0.29,2.67,2.35
2.82,0.29,2.64,2.28
2.85,0.28,2.67,2.2
2.84,0.28,2.64,2.11
2.77,0.28,2.48,2.09
2.75,0.27,2.66,2.08
2.81,0.27,2.73,2.04
2.87,0.26,2.73,1.96
2.85,0.26,2.36,1.92
2.84,0.25,2.4,1.88
2.86,0.25,2.55,1.9
2.82,0.25,2.88,1.87
2.84,0.25,2.72,1.79
2.83,0.25,2.48,1.74
2.84,0.26,2.29,1.72
2.76,0.25,2.65,1.74
2.61,0.26,2.65,1.71
2.88,0.26,2.59,1.68
2.81,0.25,2.66,1.64
2.88,0.25,2.66,1.58
2.85,0.27,2.5,1.52
2.76,0.27,2.6,1.5
2.65,0.27,2.56,1.46
2.86,0.29,2.58,1.44
2.92,0.29,2.61,1.4
2.78,0.3,2.59,1.35
2.7,0.29,2.59,1.32
2.63,0.31,2.6,1.28
2.88,0.31,2.65,1.24
2.93,0.31,2.67,1.19
3.15,0.31,2.62,1.17
2.83,0.36,2.51,1.13
2.63,0.36,2.61,1.09
2.59,0.36,2.54,1.05
3,0.38,2.55,1.02
2.92,0.37,2.54,0.98
2.83,0.38,2.6,0.94
2.66,0.4,2.71,0.91
2.88,0.4,2.66,0.91
2.84,0.39,2.47,0.9
2.82,0.38,2.54,0.87
2.47,0.39,2.65,0.84
3.16,0.4,2.5,0.82
2.8,0.4,2.61,0.79
3,0.4,2.57,0.77
2.85,0.42,2.57,0.75
2.8,0.43,2.62,0.73
2.5,0.43,2.58,0.71
2.8,0.43,2.56,0.68
2.72,0.42,2.64,0.67
2.97,0.43,2.62,0.67
2.54,0.45,2.54,0.67
3.04,0.46,2.56,0.67
2.9,0.47,2.58,0.66
2.43,0.47,2.6,0.65
2.55,0.56,2.56,0.65
3.11,0.58,2.61,0.65
2.98,0.56,2.61,0.65
3.05,0.57,2.54,0.65
2.95,0.59,2.67,0.65
2.83,0.6,2.65,0.68
2.9,0.63,2.6,0.71
2.16,0.65,2.58,0.73
2.48,0.68,2.59,0.75
2.95,0.73,2.58,0.78
3.05,0.72,2.62,0.8
2.89,0.7,2.56,0.83
2.94,0.68,2.52,0.84
2.83,0.66,2.64,0.85
2.91,0.65,2.62,0.88
2.83,0.63,2.57,0.92
2.72,0.62,2.6,0.95
3.26,0.62,2.65,0.99
2.82,0.65,2.68,1.05
2.75,0.66,2.56,1.11
2.02,0.69,2.51,1.14
3.02,0.77,2.54,1.17
3.08,0.77,2.61,1.19
2.96,0.75,2.62,1.23
3.04,0.74,2.48,1.26
2.91,0.76,2.61,1.28
2.78,0.76,2.65,1.32
2.31,0.75,2.56,1.36
2.86,0.77,2.56,1.39
2.97,0.76,2.58,1.41
2.94,0.74,2.6,1.44
2.79,0.72,2.6,1.48
2.87,0.7,2.61,1.51
2.92,0.68,2.6,1.54
2.92,0.66,2.6,1.58
2.83,0.65,2.56,1.62
2.73,0.64,2.68,1.66
2.8,0.62,2.59,1.72
2.73,0.61,2.58,1.77
2.95,0.6,2.57,1.82
2.85,0.59,2.6,1.87
2.78,0.59,2.61,1.92
2.79,0.58,2.55,1.97
2.79,0.58,2.57,2.04
2.58,0.57,2.58,2.09
2.71,0.61,2.56,2.13
3.1,0.61,2.57,2.17
2.98,0.6,2.61,2.22
2.84,0.6,2.58,2.27
2.57,0.59,2.56,2.32
2.83,0.59,2.65,2.37
2.73,0.57,2.59,2.43
2.87,0.56,2.56,2.48
2.71,0.54,2.61,2.54
2.85,0.53,2.6,2.59
2.82,0.52,2.59,2.64
2.8,0.5,2.59,2.69
2.83,0.48,2.57,2.74
2.86,0.48,2.59,2.8
2.75,0.47,2.59,2.83
3.03,0.47,2.61,2.88
2.94,0.5,2.67,2.94
2.67,0.52,2.57,3
2.53,0.53,2.54,3.04
2.74,0.54,2.59,3.08
3.1,0.54,2.56,3.12
2.9,0.56,2.59,3.16
2.73,0.54,2.59,3.2
2.97,0.55,2.62,3.24
2.91,0.57,2.55,3.29
2.42,0.57,2.61,3.32
2.72,0.6,2.56,3.36
3.15,0.63,2.53,3.39
2.85,0.61,2.59,3.41
2.92,0.59,2.59,3.44
2.79,0.57,2.6,3.47
2.83,0.56,2.6,3.5
2.85,0.54,2.59,3.53
3.2,0.55,2.56,3.57
2.74,0.62,2.59,3.61
2.7,0.62,2.57,3.64
1.99,0.65,2.56,3.67
3.06,0.73,2.62,3.69
3.19,0.71,2.51,3.71
2.89,0.69,2.52,3.72
2.83,0.67,2.6,3.73
2.91,0.65,2.57,3.75
2.87,0.65,2.56,3.76
3.25,0.66,2.61,3.79
2.64,0.71,2.59,3.82
2.03,0.71,2.5,3.84
2.67,0.78,2.56,3.84
3.28,0.78,2.56,3.84
2.74,0.76,2.59,3.85
2.87,0.74,2.55,3.85
2.86,0.72,2.62,3.85
3.06,0.72,2.61,3.86
2.81,0.75,2.63,3.87
2.86,0.74,2.59,3.89
2.79,0.76,2.65,3.91
2.76,0.74,2.5,3.93
2.27,0.74,2.58,3.93
2.55,0.79,2.58,3.93
2.77,0.82,2.51,3.91
3.19,0.8,2.57,3.91
2.84,0.78,2.52,3.9
2.85,0.76,2.54,3.89
3.13,0.75,2.62,3.87
2.81,0.79,2.71,3.9
2.9,0.79,2.54,3.92
2.61,0.8,2.53,3.92
3.23,0.79,2.47,3.91
2.73,0.79,2.67,3.88
2.23,0.78,2.62,3.9
3.5,0.81,2.52,3.9
3.04,0.83,2.53,3.87
2.72,0.81,2.61,3.87
2.24,0.83,2.56,3.87
3.21,0.83,2.5,3.85
2.67,0.81,2.59,3.83
2.81,0.78,2.5,3.8
3.19,0.77,2.67,3.77
2.85,0.8,2.63,3.77
2.68,0.79,2.5,3.76
2.46,0.8,2.54,3.73
2.83,0.83,2.54,3.7
3.29,0.82,2.6,3.68
2.98,0.85,2.63,3.66
2.72,0.84,2.57,3.64
1.82,0.87,2.73,3.66
3.56,0.91,2.36,3.65
3.2,0.91,2.61,3.6
2.9,0.92,2.61,3.59
2.57,0.92,2.45,3.57
2.6,0.92,2.6,3.54
2.4,0.9,2.54,3.52
3.07,0.9,2.53,3.49
2.89,0.93,2.69,3.48
2.67,0.95,2.56,3.48
1.95,1,2.55,3.48
3.43,1.02,2.51,3.45
2.59,1.01,2.5,3.4
3,0.99,2.56,3.35
2.9,0.97,2.62,3.3
3.15,0.98,2.6,3.28
2.75,0.99,2.6,3.27
2.52,0.97,2.59,3.25
2.47,1,2.56,3.23
2.48,1,2.43,3.2
3.18,0.99,2.57,3.12
2.82,0.96,2.64,3.09
2.95,0.97,2.63,3.07
2.72,0.98,2.56,3.05
